Category,Category0,Category1,Category2,Category3,Variation,ClassName,MethodName
5.Dependencies and Mocking,Complex,Other,Experimental Patterns,Using Non-existent Enum Value,,Class4O0007,func4O0007
5.Dependencies and Mocking,Complex,Other,Experimental Patterns,Second Method Not Mocked in method().method() Chain Pattern,,Class4O0008,func4O0008
5.Dependencies and Mocking,Complex,Other,Experimental Patterns,Mock of while Condition Always Returns True (Infinite Loop),,Class4O0009,func4O0009
5.Dependencies and Mocking,Complex,Other,Experimental Patterns,Importing Inner Class Enum as External Class,,Class4O0010,func4O0010
5.Dependencies and Mocking,Complex,Other,Experimental Patterns,Cannot Directly Mock/Spy Private Constructor,,Class4O0011,func4O0011
5.Dependencies and Mocking,Complex,Other,Experimental Patterns,any() Matcher Cannot Handle Overloaded Method Mock,,Class4O0012,func4O0012
5.Dependencies and Mocking,Complex,Other,Experimental Patterns,Mocking Field Variable as Method,,Class4O0013,func4O0013
5.Dependencies and Mocking,Complex,Other,Experimental Patterns,Cannot Mock Final Method,public class,Class4O0014,func4O0014
5.Dependencies and Mocking,Complex,Other,Experimental Patterns,Cannot Mock Final Method,final class,Class4O0015,func4O0015
5.Dependencies and Mocking,Complex,Other,Experimental Patterns,Cannot Identify Overloaded Method at Invocation,,Class4O0016,func4O0016
5.Dependencies and Mocking,Complex,Other,Experimental Patterns,Mocking the Method Under Test,,Class4O0017,func4O0017
5.Dependencies and Mocking,Complex,Other,Experimental Patterns,PowerMock Conflicts with Java 9+ Module System,com.sun.org.apache.xerces.*,Class4O0018,func4O0018
5.Dependencies and Mocking,Complex,Other,Experimental Patterns,PowerMock Conflicts with Java 9+ Module System,javax.xml.*,Class4O0019,func4O0019
5.Dependencies and Mocking,Complex,Other,Experimental Patterns,PowerMock Conflicts with Java 9+ Module System,org.xml.*,Class4O0020,func4O0020
5.Dependencies and Mocking,Complex,Other,Experimental Patterns,PowerMock Conflicts with Java 9+ Module System,javax.management.*,Class4O0021,func4O0021
5.Dependencies and Mocking,Complex,Other,Experimental Patterns,PowerMock Conflicts with Java 9+ Module System,org.w3c.*,Class4O0022,func4O0022
